,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
171,"One Dance",Drake,6232,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
172,"Felices los 4",Maluma,6198,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB
173,"Wonderwall - Remastered",Oasis,6151,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
174,"Como Soy","Pacho El Antifeka",6145,https://open.spotify.com/track/7jIfxFhZSmH3LGud6D5m2w
175,"Wake Me Up",Avicii,6128,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
176,Original,Arcangel,6065,https://open.spotify.com/track/1LBlcCtOrKITXpEp1hnNpj
177,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",6063,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
178,"Te Quiero Pa´Mi","Don Omar",6053,https://open.spotify.com/track/2rXZir7PFYmCw93pK3iVaW
179,"Quiero Volver",TINI,6026,https://open.spotify.com/track/1jcAZRfufvi67KWnwRmizE
180,Flaca,"Andrés Calamaro",6020,https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED
181,"Let Me Love You","DJ Snake",5991,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
182,"Jocelyn Flores",XXXTENTACION,5967,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
183,"La Bicicleta","Carlos Vives",5947,https://open.spotify.com/track/0Gx4VrHzS7pZOEAGrmXXBH
184,Bipolar,"Chris Jeday",5916,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
185,"rockstar (feat. 21 Savage)","Post Malone",5915,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
186,Besándote,"Piso 21",5914,https://open.spotify.com/track/43jclIPKJv9iFiYWVyWqsb
187,"Persiana Americana","Soda Stereo",5898,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW
188,breathin,"Ariana Grande",5881,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
189,Thunder,"Imagine Dragons",5861,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
190,"Be Alright","Dean Lewis",5794,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
191,"Sweet Child O' Mine","Guns N' Roses",5792,https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51
192,"Puntos Suspensivos","Piso 21",5775,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
193,"Cuando Pase el Temblor","Soda Stereo",5754,https://open.spotify.com/track/2ExpCKBxiHbgzepERl1t4D
194,Perfecta,Feid,5742,https://open.spotify.com/track/5gH9CSkFW45IjfocI8MPsb
195,"La Estrategia","Cali Y El Dandee",5672,https://open.spotify.com/track/3mbCqi22KYjndD56qCykyP
196,"Te Mando Flores",Fonseca,5650,https://open.spotify.com/track/6OpHDI8lRiqHLqmUIYUxVr
197,"Jackie Chan",Tiësto,5636,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
198,"Si Tú La Ves","Nicky Jam",5598,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE
199,"Báilame - Remix",Nacho,5539,https://open.spotify.com/track/4l3xGFwoTinvYxsePytOOf
200,Pasarela,"Ñejo & Dalmata",5524,https://open.spotify.com/track/1MfqPCs3Y722VK6zkWZ98Z
