,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
149,"Andas En Mi Cabeza","Chino & Nacho",9239,https://open.spotify.com/track/23WI5V2eD4EyGKxSl7Pyeq
150,Believer,"Imagine Dragons",9194,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
151,"Qué Tienes Tú",Dvicio,9175,https://open.spotify.com/track/4txQPJDlvU72lC6EMhT7m9
152,"Quisiera Alejarme (feat. Ozuna & CNCO) - Remix",Wisin,9120,https://open.spotify.com/track/4khRdk0vpLBWzGu41Fd7Rl
153,Sobredosis,"Romeo Santos",9108,https://open.spotify.com/track/1WbXIpiGBJkCiv3hn40iPB
154,"No Brainer","DJ Khaled",8985,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
155,Flaca,"Andrés Calamaro",8981,https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED
156,Hola,"Zion & Lennox",8968,https://open.spotify.com/track/2dYJKHEqAUTCk2U9zntaS1
157,Original,Arcangel,8962,https://open.spotify.com/track/1LBlcCtOrKITXpEp1hnNpj
158,"Sin Querer Queriendo (feat. Mau y Ricky)",Lali,8928,https://open.spotify.com/track/5rUNrHC5b0oYanaw370Ncz
159,"La Modelo",Ozuna,8863,https://open.spotify.com/track/2SbzdGpOKlH3HIAGTWTbwU
160,"La Bicicleta","Carlos Vives",8814,https://open.spotify.com/track/0Gx4VrHzS7pZOEAGrmXXBH
161,"Ahora Dice","Chris Jeday",8789,https://open.spotify.com/track/5LVoGJTyG6fLJgoGkY2QAZ
162,"Tienes La Magia","Lil Silvio & El Vega",8789,https://open.spotify.com/track/0fyx2JEi8DCNPinj46NjDg
163,"Magia (feat. Sebastian Yatra)","Andrés Cepeda",8769,https://open.spotify.com/track/6xAhkN7uE1qdhPa8jZwhTb
164,"Por Pura Curiosidad",Fonseca,8755,https://open.spotify.com/track/1kLTaKK1qbtGuxggUtz8iz
165,"Simples Corazones",Fonseca,8741,https://open.spotify.com/track/6SVEw266UzbkAKfCLeBPGy
166,"Mi Gente","J Balvin",8698,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
167,"The Scientist",Coldplay,8693,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
